date,signal_id,direction,raw_value,triggered,universe_size,valid_count,version,index_id,index_name,index_close,index_close_high_60,breadth_ma20,breadth_ma20_high_60,index_price_distance_from_high_60,breadth_distance_from_high_60,breadth_price_divergence,comparison_available,index_price_valid_count_60,above_count_ma20,valid_count_ma20,episode_id,episode_number,episode_day,episode_stage,event_onset,event_continuation,event_exit,event_capped_confirmation,capped_confirmation_reason,capped_confirmation_n
2012-01-19,all_a_ma20_breadth_price_divergence_top,top,,False,2057,2018,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2690.35009765625,2713.530029296875,0.4970267592,,,,,False,12,1003,2018,,,,inactive,False,False,False,False,,2
2012-01-20,all_a_ma20_breadth_price_divergence_top,top,,False,2057,2006,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2728.340087890625,2728.340087890625,0.5947158524,,,,,False,13,1193,2006,,,,inactive,False,False,False,False,,2
2012-01-30,all_a_ma20_breadth_price_divergence_top,top,,False,2057,2009,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2694.39990234375,2728.340087890625,0.5798904928,,,,,False,14,1165,2009,,,,inactive,False,False,False,False,,2
2012-01-31,all_a_ma20_breadth_price_divergence_top,top,,False,2057,2006,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2697.419921875,2728.340087890625,0.5772681954,,,,,False,15,1158,2006,,,,inactive,False,False,False,False,,2
2012-02-01,all_a_ma20_breadth_price_divergence_top,top,,False,2057,2007,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2667.52001953125,2728.340087890625,0.543099153,,,,,False,16,1090,2007,,,,inactive,False,False,False,False,,2
2012-02-02,all_a_ma20_breadth_price_divergence_top,top,,False,2057,2003,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2725.669921875,2728.340087890625,0.7119321018,,,,,False,17,1426,2003,,,,inactive,False,False,False,False,,2
2012-02-03,all_a_ma20_breadth_price_divergence_top,top,,False,2057,1995,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2757.06005859375,2757.06005859375,0.8586466165,,,,,False,18,1713,1995,,,,inactive,False,False,False,False,,2
2012-02-06,all_a_ma20_breadth_price_divergence_top,top,,False,2057,1999,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2766.550048828125,2766.550048828125,0.9024512256,,,,,False,19,1804,1999,,,,inactive,False,False,False,False,,2
2012-02-07,all_a_ma20_breadth_price_divergence_top,top,,False,2057,1996,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2717.699951171875,2766.550048828125,0.7905811623,,,,,False,20,1578,1996,,,,inactive,False,False,False,False,,2
2012-02-08,all_a_ma20_breadth_price_divergence_top,top,,False,2057,1991,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2792.75,2792.75,0.9392265193,,,,,False,21,1870,1991,,,,inactive,False,False,False,False,,2
2012-02-09,all_a_ma20_breadth_price_divergence_top,top,,False,2057,1999,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2802.280029296875,2802.280029296875,0.9564782391,,,,,False,22,1912,1999,,,,inactive,False,False,False,False,,2
2012-02-10,all_a_ma20_breadth_price_divergence_top,top,,False,2057,1999,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2811.139892578125,2811.139892578125,0.9594797399,,,,,False,23,1918,1999,,,,inactive,False,False,False,False,,2
2012-02-13,all_a_ma20_breadth_price_divergence_top,top,,False,2057,2011,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2822.68994140625,2822.68994140625,0.9751367479,,,,,False,24,1961,2011,,,,inactive,False,False,False,False,,2
2012-02-14,all_a_ma20_breadth_price_divergence_top,top,,False,2057,2007,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2817.06005859375,2822.68994140625,0.9735924265,,,,,False,25,1954,2007,,,,inactive,False,False,False,False,,2
2012-02-15,all_a_ma20_breadth_price_divergence_top,top,,False,2057,2003,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2853.77001953125,2853.77001953125,0.9895157264,,,,,False,26,1982,2003,,,,inactive,False,False,False,False,,2
2012-02-16,all_a_ma20_breadth_price_divergence_top,top,,False,2057,2005,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2845.0400390625,2853.77001953125,0.9845386534,,,,,False,27,1974,2005,,,,inactive,False,False,False,False,,2
2012-02-17,all_a_ma20_breadth_price_divergence_top,top,,False,2057,2000,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2841.679931640625,2853.77001953125,0.9755,,,,,False,28,1951,2000,,,,inactive,False,False,False,False,,2
2012-02-20,all_a_ma20_breadth_price_divergence_top,top,,False,2057,1994,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2847.06005859375,2853.77001953125,0.9739217653,,,,,False,29,1942,1994,,,,inactive,False,False,False,False,,2
2012-02-21,all_a_ma20_breadth_price_divergence_top,top,,False,2057,2005,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2875.489990234375,2875.489990234375,0.9795511222,,,,,False,30,1964,2005,,,,inactive,False,False,False,False,,2
2012-02-22,all_a_ma20_breadth_price_divergence_top,top,,False,2057,2005,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2922.18994140625,2922.18994140625,0.9925187032,,,,,False,31,1990,2005,,,,inactive,False,False,False,False,,2
2012-02-23,all_a_ma20_breadth_price_divergence_top,top,,False,2057,2000,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2931.25,2931.25,0.992,,,,,False,32,1984,2000,,,,inactive,False,False,False,False,,2
2012-02-24,all_a_ma20_breadth_price_divergence_top,top,,False,2057,1997,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2974.60009765625,2974.60009765625,0.9969954932,,,,,False,33,1991,1997,,,,inactive,False,False,False,False,,2
2012-02-27,all_a_ma20_breadth_price_divergence_top,top,,False,2057,1992,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2982.530029296875,2982.530029296875,0.9969879518,,,,,False,34,1986,1992,,,,inactive,False,False,False,False,,2
2012-02-28,all_a_ma20_breadth_price_divergence_top,top,,False,2056,1994,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2977.760009765625,2982.530029296875,0.981444333,,,,,False,35,1957,1994,,,,inactive,False,False,False,False,,2
2012-02-29,all_a_ma20_breadth_price_divergence_top,top,,False,2056,2003,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2943.43994140625,2982.530029296875,0.9281078382,,,,,False,36,1859,2003,,,,inactive,False,False,False,False,,2
2012-03-01,all_a_ma20_breadth_price_divergence_top,top,,False,2055,2008,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2950.1201171875,2982.530029296875,0.921812749,,,,,False,37,1851,2008,,,,inactive,False,False,False,False,,2
2012-03-02,all_a_ma20_breadth_price_divergence_top,top,,False,2055,2003,breadth_price_divergence_v1_20120104_20260814,all_a,全A,3004.719970703125,3004.719970703125,0.9640539191,,,,,False,38,1931,2003,,,,inactive,False,False,False,False,,2
2012-03-05,all_a_ma20_breadth_price_divergence_top,top,,False,2055,1998,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2996.010009765625,3004.719970703125,0.9434434434,,,,,False,39,1885,1998,,,,inactive,False,False,False,False,,2
2012-03-06,all_a_ma20_breadth_price_divergence_top,top,,False,2055,2001,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2957.47998046875,3004.719970703125,0.7906046977,,,,,False,40,1582,2001,,,,inactive,False,False,False,False,,2
2012-03-07,all_a_ma20_breadth_price_divergence_top,top,,False,2055,2002,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2938.739990234375,3004.719970703125,0.6818181818,,,,,False,41,1365,2002,,,,inactive,False,False,False,False,,2
2012-03-08,all_a_ma20_breadth_price_divergence_top,top,,False,2055,2006,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2978.2900390625,3004.719970703125,0.8185443669,,,,,False,42,1642,2006,,,,inactive,False,False,False,False,,2
2012-03-09,all_a_ma20_breadth_price_divergence_top,top,,False,2055,1980,breadth_price_divergence_v1_20120104_20260814,all_a,全A,3015.739990234375,3015.739990234375,0.9131313131,,,,,False,43,1808,1980,,,,inactive,False,False,False,False,,2
2012-03-12,all_a_ma20_breadth_price_divergence_top,top,,False,2055,1997,breadth_price_divergence_v1_20120104_20260814,all_a,全A,3017.14990234375,3017.14990234375,0.9233850776,,,,,False,44,1844,1997,,,,inactive,False,False,False,False,,2
2012-03-13,all_a_ma20_breadth_price_divergence_top,top,,False,2055,2002,breadth_price_divergence_v1_20120104_20260814,all_a,全A,3047.0400390625,3047.0400390625,0.9565434565,,,,,False,45,1915,2002,,,,inactive,False,False,False,False,,2
2012-03-14,all_a_ma20_breadth_price_divergence_top,top,,False,2055,2010,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2939.64990234375,3047.0400390625,0.3686567164,,,,,False,46,741,2010,,,,inactive,False,False,False,False,,2
2012-03-15,all_a_ma20_breadth_price_divergence_top,top,,False,2055,1994,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2912.909912109375,3047.0400390625,0.3044132397,,,,,False,47,607,1994,,,,inactive,False,False,False,False,,2
2012-03-16,all_a_ma20_breadth_price_divergence_top,top,,False,2055,1983,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2969.030029296875,3047.0400390625,0.4563792234,,,,,False,48,905,1983,,,,inactive,False,False,False,False,,2
2012-03-19,all_a_ma20_breadth_price_divergence_top,top,,False,2055,1997,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2990.10009765625,3047.0400390625,0.5798698047,,,,,False,49,1158,1997,,,,inactive,False,False,False,False,,2
2012-03-20,all_a_ma20_breadth_price_divergence_top,top,,False,2054,1980,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2932.5400390625,3047.0400390625,0.3883838384,,,,,False,50,769,1980,,,,inactive,False,False,False,False,,2
2012-03-21,all_a_ma20_breadth_price_divergence_top,top,,False,2054,1979,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2938.3798828125,3047.0400390625,0.3991915109,,,,,False,51,790,1979,,,,inactive,False,False,False,False,,2
2012-03-22,all_a_ma20_breadth_price_divergence_top,top,,False,2054,1992,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2931.919921875,3047.0400390625,0.3780120482,,,,,False,52,753,1992,,,,inactive,False,False,False,False,,2
2012-03-23,all_a_ma20_breadth_price_divergence_top,top,,False,2054,1981,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2887.489990234375,3047.0400390625,0.2448258455,,,,,False,53,485,1981,,,,inactive,False,False,False,False,,2
2012-03-26,all_a_ma20_breadth_price_divergence_top,top,,False,2054,1984,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2886.8701171875,3047.0400390625,0.2237903226,,,,,False,54,444,1984,,,,inactive,False,False,False,False,,2
2012-03-27,all_a_ma20_breadth_price_divergence_top,top,,False,2054,1995,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2877.949951171875,3047.0400390625,0.2135338346,,,,,False,55,426,1995,,,,inactive,False,False,False,False,,2
2012-03-28,all_a_ma20_breadth_price_divergence_top,top,,False,2054,1988,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2776.02001953125,3047.0400390625,0.05482897384,,,,,False,56,109,1988,,,,inactive,False,False,False,False,,2
2012-03-29,all_a_ma20_breadth_price_divergence_top,top,,False,2054,1984,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2733.409912109375,3047.0400390625,0.04183467742,,,,,False,57,83,1984,,,,inactive,False,False,False,False,,2
2012-03-30,all_a_ma20_breadth_price_divergence_top,top,,False,2054,1964,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2737.199951171875,3047.0400390625,0.05397148676,,,,,False,58,106,1964,,,,inactive,False,False,False,False,,2
2012-04-05,all_a_ma20_breadth_price_divergence_top,top,,False,2054,1979,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2811.070068359375,3047.0400390625,0.1207680647,,,,,False,59,239,1979,,,,inactive,False,False,False,False,,2
2012-04-06,all_a_ma20_breadth_price_divergence_top,top,0.7714192891729705,False,2054,1961,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2824.330078125,3047.0400390625,0.1550229475,0.9969954932,0.07309059220830671,0.8445098813812772,0.7714192891729705,True,60,304,1961,,,,inactive,False,False,False,False,,2
2012-04-09,all_a_ma20_breadth_price_divergence_top,top,0.7765323443788285,False,2054,1975,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2794.77001953125,3047.0400390625,0.1402531646,0.9969954932,0.08279182954513042,0.8593241739239589,0.7765323443788285,True,60,277,1975,,,,inactive,False,False,False,False,,2
2012-04-10,all_a_ma20_breadth_price_divergence_top,top,0.7392664240411957,False,2054,1958,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2823.860107421875,3047.0400390625,0.1869254341,0.9969954932,0.07324483064859633,0.812511254689792,0.7392664240411957,True,60,366,1958,,,,inactive,False,False,False,False,,2
2012-04-11,all_a_ma20_breadth_price_divergence_top,top,0.6834662646759516,False,2054,1984,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2829.659912109375,3047.0400390625,0.2444556452,0.9969954932,0.07134140810962486,0.7548076727855765,0.6834662646759516,True,60,485,1984,,,,inactive,False,False,False,False,,2
2012-04-12,all_a_ma20_breadth_price_divergence_top,top,0.5511079245120677,False,2054,1959,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2886.760009765625,3047.0400390625,0.3950995406,0.9969954932,0.05260187829569485,0.6037098028077625,0.5511079245120677,True,60,774,1959,,,,inactive,False,False,False,False,,2
2012-04-13,all_a_ma20_breadth_price_divergence_top,top,0.4237960620930237,False,2054,1966,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2903.3798828125,3047.0400390625,0.5274669379,0.9969954932,0.04714744617999855,0.4709435082730222,0.4237960620930237,True,60,1037,1966,,,,inactive,False,False,False,False,,2
2012-04-16,all_a_ma20_breadth_price_divergence_top,top,0.4004528010141072,False,2054,1962,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2902.52001953125,3047.0400390625,0.5504587156,0.9969954932,0.047429642432829766,0.44788244344693695,0.4004528010141072,True,60,1080,1962,,,,inactive,False,False,False,False,,2
2012-04-17,all_a_ma20_breadth_price_divergence_top,top,0.5062837745121298,False,2054,1956,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2864.530029296875,3047.0400390625,0.4325153374,0.9969954932,0.059897476707191144,0.566181251219321,0.5062837745121298,True,60,846,1956,,,,inactive,False,False,False,False,,2
2012-04-18,all_a_ma20_breadth_price_divergence_top,top,0.23906164194557245,False,2054,1933,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2929.2900390625,3047.0400390625,0.7201241593,0.9969954932,0.03864406062620329,0.27770570257177574,0.23906164194557245,True,60,1392,1933,,,,inactive,False,False,False,False,,2
2012-04-19,all_a_ma20_breadth_price_divergence_top,top,0.1972391585123937,False,2054,1940,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2924.669921875,3047.0400390625,0.7603092784,0.9969954932,0.04016032464908148,0.2373994831614752,0.1972391585123937,True,60,1475,1940,,,,inactive,False,False,False,False,,2
2012-04-20,all_a_ma20_breadth_price_divergence_top,top,0.13099851024708375,False,2054,1891,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2954.360107421875,3047.0400390625,0.8360655738,0.9969954932,0.03041638129216717,0.16141489153925093,0.13099851024708375,True,60,1581,1891,,,,inactive,False,False,False,False,,2
2012-04-23,all_a_ma20_breadth_price_divergence_top,top,0.34928511458050593,False,2054,1936,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2922.330078125,3047.0400390625,0.6079545455,0.9969954932,0.04092823177206106,0.390213346352567,0.34928511458050593,True,60,1177,1936,,,,inactive,False,False,False,False,,2
2012-04-24,all_a_ma20_breadth_price_divergence_top,top,0.4498110177160203,False,2054,1973,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2911.8701171875,3047.0400390625,0.5043081602,0.9969954932,0.044361058647784835,0.4941720763638051,0.4498110177160203,True,60,995,1973,,,,inactive,False,False,False,False,,2
2012-04-25,all_a_ma20_breadth_price_divergence_top,top,0.35903762311291976,False,2054,1957,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2943.0400390625,3047.0400390625,0.6050076648,0.9969954932,0.03413148454458714,0.3931691076575069,0.35903762311291976,True,60,1184,1957,,,,inactive,False,False,False,False,,2
2012-04-26,all_a_ma20_breadth_price_divergence_top,top,0.3530963170382009,False,2054,1946,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2940.10009765625,3047.0400390625,0.6099691675,0.9969954932,0.03509633612794694,0.3881926531661478,0.3530963170382009,True,60,1187,1946,,,,inactive,False,False,False,False,,2
2012-04-27,all_a_ma20_breadth_price_divergence_top,top,0.3811259184969944,False,2054,1918,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2926.840087890625,3047.0400390625,0.5776850886,0.9969954932,0.039448103612336416,0.4205740221093308,0.3811259184969944,True,60,1108,1918,,,,inactive,False,False,False,False,,2
2012-05-02,all_a_ma20_breadth_price_divergence_top,top,0.28456215031629406,False,2054,1966,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2979.68994140625,3047.0400390625,0.6912512716,0.9969954932,0.02210345016568016,0.3066656004819742,0.28456215031629406,True,60,1359,1966,,,,inactive,False,False,False,False,,2
2012-05-03,all_a_ma20_breadth_price_divergence_top,top,0.2791124126626112,True,2054,1965,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2990.60009765625,3047.0400390625,0.7002544529,0.9969954932,0.018522874882738738,0.29763528754534996,0.2791124126626112,True,60,1376,1965,all_a_ma20_breadth_price_divergence_top::top::breadth_price_divergence_v1_20120104_20260814::000001,1,1,onset,True,False,False,False,,2
2012-05-04,all_a_ma20_breadth_price_divergence_top,top,0.22440965528233348,True,2054,1971,breadth_price_divergence_v1_20120104_20260814,all_a,全A,3015.8798828125,3047.0400390625,0.7630644343,0.9969954932,0.010226369148594205,0.23463602443092768,0.22440965528233348,True,60,1504,1971,all_a_ma20_breadth_price_divergence_top::top::breadth_price_divergence_v1_20120104_20260814::000001,1,2,continuation,False,True,False,True,nth_active_day,2
2012-05-07,all_a_ma20_breadth_price_divergence_top,top,0.2060763439619635,True,2054,1967,breadth_price_divergence_v1_20120104_20260814,all_a,全A,3026.909912109375,3047.0400390625,0.7849517031,0.9969954932,0.006606453047895755,0.21268279700985926,0.2060763439619635,True,60,1544,1967,all_a_ma20_breadth_price_divergence_top::top::breadth_price_divergence_v1_20120104_20260814::000001,1,3,continuation,False,True,False,False,,2
2012-05-08,all_a_ma20_breadth_price_divergence_top,top,0.1813485539795029,False,2054,1942,breadth_price_divergence_v1_20120104_20260814,all_a,全A,3021.7900390625,3047.0400390625,0.8079299691,0.9969954932,0.0082867306226041,0.189635284602107,0.1813485539795029,True,60,1569,1942,all_a_ma20_breadth_price_divergence_top::top::breadth_price_divergence_v1_20120104_20260814::000001,1,,exit,False,False,True,False,,2
2012-05-09,all_a_ma20_breadth_price_divergence_top,top,0.4236412546004247,False,2054,1961,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2967.800048828125,3047.0400390625,0.548699643,0.9969954932,0.026005562519209713,0.4496468171196344,0.4236412546004247,True,60,1076,1961,,,,inactive,False,False,False,False,,2
2012-05-10,all_a_ma20_breadth_price_divergence_top,top,0.4140885195994737,False,2054,1933,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2972.469970703125,3047.0400390625,0.5597516813,0.9969954932,0.024472953227854033,0.4385614728273277,0.4140885195994737,True,60,1082,1933,,,,inactive,False,False,False,False,,2
2012-05-11,all_a_ma20_breadth_price_divergence_top,top,0.5219831481297752,False,2054,1921,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2952.360107421875,3047.0400390625,0.4456012493,0.9969954932,0.031072755994947743,0.5530559041247229,0.5219831481297752,True,60,856,1921,,,,inactive,False,False,False,False,,2
2012-05-14,all_a_ma20_breadth_price_divergence_top,top,0.5595794483074139,False,2054,1963,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2936.580078125,3047.0400390625,0.4029546612,0.9969954932,0.03625156201474988,0.5958310103221638,0.5595794483074139,True,60,791,1963,,,,inactive,False,False,False,False,,2
2012-05-15,all_a_ma20_breadth_price_divergence_top,top,0.5921403700082654,False,2054,1941,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2934.81005859375,3047.0400390625,0.3699124163,0.9969954932,0.036832460036619774,0.6289728300448851,0.5921403700082654,True,60,718,1941,,,,inactive,False,False,False,False,,2
2012-05-16,all_a_ma20_breadth_price_divergence_top,top,0.6679264220883907,False,2054,1931,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2893.030029296875,3047.0400390625,0.2806835836,0.9969954932,0.05054413719256878,0.7184705592809595,0.6679264220883907,True,60,542,1931,,,,inactive,False,False,False,False,,2
2012-05-17,all_a_ma20_breadth_price_divergence_top,top,0.553330853447541,False,2054,1956,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2936.010009765625,3047.0400390625,0.408997955,0.9969954932,0.03643865123972456,0.5897695046872655,0.553330853447541,True,60,800,1956,,,,inactive,False,False,False,False,,2
2012-05-18,all_a_ma20_breadth_price_divergence_top,top,0.6661750408917436,False,2054,1900,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2890.429931640625,3047.0400390625,0.2815789474,0.9969954932,0.051397456355729454,0.7175724972474731,0.6661750408917436,True,60,535,1900,,,,inactive,False,False,False,False,,2
2012-05-21,all_a_ma20_breadth_price_divergence_top,top,0.6902823682458354,False,2054,1964,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2896.93994140625,3047.0400390625,0.2596741344,0.9969954932,0.049260953493224235,0.7395433217390597,0.6902823682458354,True,60,510,1964,,,,inactive,False,False,False,False,,2
2012-05-22,all_a_ma20_breadth_price_divergence_top,top,0.5663915349670107,False,2054,1965,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2940.530029296875,3047.0400390625,0.3974554707,0.9969954932,0.03495523800153133,0.601346772968542,0.5663915349670107,True,60,781,1965,,,,inactive,False,False,False,False,,2
2012-05-23,all_a_ma20_breadth_price_divergence_top,top,0.6169735316552313,False,2054,1970,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2931.780029296875,3047.0400390625,0.3441624365,0.9969954932,0.03782687732619616,0.6548004089814274,0.6169735316552313,True,60,678,1970,,,,inactive,False,False,False,False,,2
2012-05-24,all_a_ma20_breadth_price_divergence_top,top,0.6556459924861968,False,2054,1987,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2908.340087890625,3047.0400390625,0.2979365878,0.9969954932,0.045519569613056254,0.7011655620992531,0.6556459924861968,True,60,592,1987,,,,inactive,False,False,False,False,,2
2012-05-25,all_a_ma20_breadth_price_divergence_top,top,0.7190295928227972,False,2054,1939,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2879.7099609375,3047.0400390625,0.2253739041,0.9969879518,0.054915615147769214,0.7739452079705664,0.7190295928227972,True,60,437,1939,,,,inactive,False,False,False,False,,2
2012-05-28,all_a_ma20_breadth_price_divergence_top,top,0.6561692028164093,False,2054,1974,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2922.590087890625,3047.0400390625,0.2973657548,0.981444333,0.04084289985574496,0.6970121026721543,0.6561692028164093,True,60,587,1974,,,,inactive,False,False,False,False,,2
2012-05-29,all_a_ma20_breadth_price_divergence_top,top,0.5254531464287554,False,2054,1972,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2965.030029296875,3047.0400390625,0.4315415822,0.9640539191,0.02691464789246989,0.5523677943212253,0.5254531464287554,True,60,851,1972,,,,inactive,False,False,False,False,,2
2012-05-30,all_a_ma20_breadth_price_divergence_top,top,0.4939127790131296,False,2054,1978,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2962.260009765625,3047.0400390625,0.4610717897,0.9640539191,0.027823733265730177,0.5217365122788598,0.4939127790131296,True,60,912,1978,,,,inactive,False,False,False,False,,2
2012-05-31,all_a_ma20_breadth_price_divergence_top,top,0.4592371890316377,False,2054,1978,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2957.27001953125,3047.0400390625,0.4929221436,0.9640539191,0.02946138494421291,0.4886985739758506,0.4592371890316377,True,60,975,1978,,,,inactive,False,False,False,False,,2
2012-06-01,all_a_ma20_breadth_price_divergence_top,top,0.46024095418486266,False,2054,1987,breadth_price_divergence_v1_20120104_20260814,all_a,全A,2955.830078125,3047.0400390625,0.4876698541,0.9565434565,0.029933955500487275,0.49017490968534994,0.46024095418486266,True,60,969,1987,,,,inactive,False,False,False,False,,2
