record_id,signal_id,direction,version,event_kind,index_id,index_name,match_status,primary_match,episode_id,event_date,region_id,anchor_date,region_start,region_end,region_form,lobe_count,matched_lobe_id,match_level,strict_matched,loose_matched,timing,lead_lag_days,absolute_distance_days,window_days,primary_episode_id_for_region,coverage_start_date,coverage_end_date,prediction_window_complete,confirmation_window_complete,label_version,diagnostic_region_id,diagnostic_timing,diagnostic_region_form,diagnostic_assignment
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::matched::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000026,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,matched,True,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000026,2015-11-12,all_a_medium_top_20151126,2015-11-26,2015-11-17,2015-11-27,multi_lobe,3,,prediction_window,False,False,prediction,-10,10,10,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000026,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_top_20151126,prediction,multi_lobe,primary_match
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::missed_region::all_a_medium_top_20151223,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,missed_region,False,,,all_a_medium_top_20151223,2015-12-23,2015-12-21,2015-12-31,multi_lobe,2,,,False,False,,,,,,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,,,,
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::missed_region::all_a_medium_top_20160223,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,missed_region,False,,,all_a_medium_top_20160223,2016-02-23,2016-02-18,2016-02-25,single_lobe,1,,,False,False,,,,,,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,,,,
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::missed_region::all_a_medium_top_20160413,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,missed_region,False,,,all_a_medium_top_20160413,2016-04-13,2016-04-05,2016-04-20,multi_lobe,2,,,False,False,,,,,,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,,,,
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::missed_region::all_a_medium_top_20161129,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,missed_region,False,,,all_a_medium_top_20161129,2016-11-29,2016-11-14,2016-12-02,single_lobe,1,,,False,False,,,,,,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,,,,
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::missed_region::all_a_medium_top_20171113,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,missed_region,False,,,all_a_medium_top_20171113,2017-11-13,2017-10-16,2017-11-23,multi_lobe,4,,,False,False,,,,,,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,,,,
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::matched::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000027,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,matched,True,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000027,2018-03-30,all_a_medium_top_20180312,2018-03-12,2018-03-07,2018-03-22,multi_lobe,2,,confirmation_window,False,False,confirmation,14,14,20,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000027,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_top_20180312,confirmation,multi_lobe,primary_match
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::duplicate_alarm::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000028,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,duplicate_alarm,False,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000028,2018-04-03,all_a_medium_top_20180312,2018-03-12,2018-03-07,2018-03-22,multi_lobe,2,,confirmation_window,False,False,confirmation,16,16,20,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000027,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_top_20180312,confirmation,multi_lobe,duplicate_candidate
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::matched::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000029,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,matched,True,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000029,2018-11-23,all_a_medium_top_20181119,2018-11-19,2018-11-13,2018-12-05,multi_lobe,2,,envelope,False,True,confirmation,4,4,5,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000029,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_top_20181119,confirmation,multi_lobe,primary_match
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::matched::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000030,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,matched,True,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000030,2019-04-12,all_a_medium_top_20190408,2019-04-08,2019-04-03,2019-04-23,multi_lobe,2,,envelope,False,True,confirmation,4,4,5,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000030,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_top_20190408,confirmation,multi_lobe,primary_match
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::duplicate_alarm::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000031,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,duplicate_alarm,False,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000031,2019-04-24,all_a_medium_top_20190408,2019-04-08,2019-04-03,2019-04-23,multi_lobe,2,,confirmation_window,False,False,confirmation,12,12,20,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000030,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_top_20190408,confirmation,multi_lobe,duplicate_candidate
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::missed_region::all_a_medium_top_20190702,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,missed_region,False,,,all_a_medium_top_20190702,2019-07-02,2019-06-21,2019-07-08,multi_lobe,3,,,False,False,,,,,,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,,,,
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::matched::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000032,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,matched,True,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000032,2020-02-11,all_a_medium_top_20200114,2020-01-14,2020-01-06,2020-01-20,single_lobe,1,,confirmation_window,False,False,confirmation,14,14,20,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000032,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_top_20200114,confirmation,single_lobe,primary_match
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::duplicate_alarm::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000033,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,duplicate_alarm,False,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000033,2020-02-14,all_a_medium_top_20200305,2020-03-05,2020-02-21,2020-03-06,multi_lobe,3,,prediction_window,False,False,prediction,-14,14,20,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000034,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_top_20200305,prediction,multi_lobe,duplicate_candidate
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::matched::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000034,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,matched,True,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000034,2020-03-12,all_a_medium_top_20200305,2020-03-05,2020-02-21,2020-03-06,multi_lobe,3,,confirmation_window,False,False,confirmation,5,5,5,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000034,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_top_20200305,confirmation,multi_lobe,primary_match
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::duplicate_alarm::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000035,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,duplicate_alarm,False,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000035,2020-03-17,all_a_medium_top_20200305,2020-03-05,2020-02-21,2020-03-06,multi_lobe,3,,confirmation_window,False,False,confirmation,8,8,10,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000034,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_top_20200305,confirmation,multi_lobe,duplicate_candidate
