id,code,name,pub_date,start_date,end_date,traced_index_name,traced_index_code
418,159972.XSHE,5年地方债ETF鹏华,2019-07-05,2019-07-08,,5年地债(930865),
419,515630.XSHG,保险证券,2020-01-10,2020-01-13,,800证保(399966),399966.XSHE
420,159805.XSHE,传媒ETF鹏华,2020-02-14,2020-02-17,,中证传媒(399971),399971.XSHE
421,512810.XSHG,国防军工,2016-07-06,2016-07-11,,中证军工(399967),399967.XSHE
422,515260.XSHG,电子ETF,2020-06-24,2020-07-01,,电子50(931461),931461.CSI
423,515000.XSHG,科技ETF,2019-07-01,2019-07-04,,科技龙头(931087),931087.CSI
424,512000.XSHG,券商ETF,2016-07-25,2016-08-01,,证券公司(399975),399975.XSHE
425,512670.XSHG,国防ETF,2019-06-04,2019-06-10,,中证国防(399973),399973.XSHE
426,512170.XSHG,医疗ETF,2019-04-17,2019-04-22,,中证医疗(399989),399989.XSHE
427,512800.XSHG,银行ETF,2017-05-22,2017-05-25,,中证银行(399986),399986.XSHE
428,159925.XSHE,沪深300ETF南方,2013-02-20,2013-02-18,,沪深300(000300),000300.XSHG
429,159955.XSHE,创业板ETF嘉实,2017-04-28,2017-05-03,2022-11-23,创业板指(399006),399006.XSHE
430,515660.XSHG,沪深300E,2019-08-23,2019-08-28,,沪深300(000300),000300.XSHG
431,512690.XSHG,酒ETF,2019-03-08,2019-03-11,,中证酒(399987),399987.XSHE
432,512550.XSHG,A50基金,2017-03-25,2017-03-29,,富时中国A50指数(XIN9),
433,512730.XSHG,银行FUND,2019-09-30,2019-10-08,,中证银行(399986),399986.XSHE
434,512500.XSHG,中证500,2015-03-30,2015-04-08,,中证500(000905),000905.XSHG
435,510900.XSHG,恒生中国,2012-07-02,2012-07-09,,恒生中国企业指数(HSCEI),
436,515050.XSHG,5GETF,2019-08-26,2019-08-30,,5G通信(931079),931079.CSI
437,512070.XSHG,证券保险,2014-05-29,2014-06-09,,300非银(H30035),H30035.CSI
438,515010.XSHG,华夏证券,2019-08-10,2019-08-19,,证券公司(399975),399975.XSHE
439,159812.XSHE,黄金ETF前海开源,2020-04-03,2020-04-07,,,
440,515060.XSHG,华夏地产,2019-10-29,2019-11-01,,房地产(931775),931775.CSI
441,515070.XSHG,AI智能,2019-11-18,2019-11-21,,CS人工智(930713),930713.CSI
442,510310.XSHG,HS300ETF,2013-02-04,2013-02-18,,沪深300(000300),000300.XSHG
443,512950.XSHG,央企改革,2018-08-23,2018-08-27,,结构调整(000860),000860.CSI
444,515030.XSHG,新汽车,2020-01-23,2020-02-03,,CS新能车(399976),399976.XSHE
445,515020.XSHG,银行指数,2019-09-02,2019-09-09,,中证银行(399986),399986.XSHE
446,515760.XSHG,浙江国资,2020-06-06,2020-06-10,,浙江国资(931372),931372.CSI
447,512010.XSHG,医药ETF,2013-08-21,2013-08-26,,300医药(000913),000913.XSHG
448,159934.XSHE,黄金ETF易方达,2013-10-23,2013-10-28,,,
449,561000.XSHG,300指增,2022-11-28,2022-12-01,,沪深300(000300),000300.XSHG
450,515380.XSHG,沪深300ETF泰康,2019-11-12,2019-11-15,,沪深300(000300),000300.XSHG
451,510850.XSHG,工银上50,2018-10-31,2018-11-05,,上证50(000016),000016.XSHG
452,515980.XSHG,人工智能,2019-12-05,2019-12-09,,人工智能(931071),931071.CSI
453,588050.XSHG,科创ETF,2020-09-15,2020-09-22,,科创50(000688),000688.XSHG
454,159970.XSHE,深100ETF工银,2019-10-11,2019-10-14,,深证100(399330),399330.XSHE
455,510370.XSHG,兴业300,2020-08-21,2020-08-24,,沪深300(000300),000300.XSHG
456,159919.XSHE,沪深300ETF嘉实,2012-03-27,2012-04-05,,沪深300(000300),000300.XSHG
457,515300.XSHG,红利300,2019-06-26,2019-07-01,,300红利低波(930740),930740.CSI
458,512480.XSHG,半导体,2019-04-17,2019-04-22,,半导体(H30184),H30184.CSI
459,515590.XSHG,500ETFEW,2019-10-25,2019-10-28,,500等权(000982),000982.XSHG
460,159902.XSHE,中小100ETF华夏,2010-04-09,2010-04-12,,中小100(399005),399005.XSHE
461,512360.XSHG,MSCI国际,2018-04-25,2018-05-02,,MSCI中国A股国际指数(704843),
462,512390.XSHG,MSCI低波,2018-05-16,2018-05-21,,MSCI中国A股国际低波(美元)指数(本币)(707918L),
463,159964.XSHE,创业板ETF平安,2019-02-12,2019-02-18,,创业板指(399006),399006.XSHE
464,159808.XSHE,创100ETF融通,2020-04-27,2020-04-30,,创业板指(399006),399006.XSHE
465,510680.XSHG,万家50,2015-12-16,2015-12-15,,上证50(000016),000016.XSHG
466,512280.XSHG,景顺MSCI,2018-04-03,2018-04-10,2025-06-20,MSCI中国A股国际通(人民币)指数(本币)(716567L),
467,510200.XSHG,上证券商,2020-03-12,2020-03-16,,上证证券(950105),950105.CSI
468,159804.XSHE,创中盘88ETF国寿,2020-02-13,2020-02-19,,创精选88(399291),399291.XSHE
469,159901.XSHE,深证100ETF易方达,2006-02-17,2006-02-21,,深证100(399330),399330.XSHE
470,510130.XSHG,中盘ETF,2010-02-12,2010-02-25,,上证中盘(000044),000044.XSHG
471,510100.XSHG,SZ50ETF,2019-06-04,2019-06-10,,上证50(000016),000016.XSHG
472,511060.XSHG,5年地债,2019-07-29,2019-08-01,,上证5年期地债(950045),
473,511180.XSHG,上证转债,2020-04-28,2020-05-08,,上证投资级转债及可交换债(950041),
474,159977.XSHE,创业板ETF天弘,2019-08-23,2019-08-26,,创业板指(399006),399006.XSHE
475,515330.XSHG,沪深300ETF天弘,2019-11-01,2019-11-04,,沪深300(000300),000300.XSHG
476,159960.XSHE,恒生中国企业ETF平安,2018-09-04,2018-09-07,,恒生中国企业指数(HSCEI),
477,510390.XSHG,平安300,2017-11-29,2017-12-04,,沪深300(000300),000300.XSHG
478,510010.XSHG,治理ETF,2009-08-27,2009-08-31,,180治理(000021),000021.XSHG
479,510030.XSHG,价值ETF,2010-03-17,2010-03-22,,180价值(000029),000029.XSHG
480,510180.XSHG,180ETF,2006-03-06,2006-03-09,,上证180(000010),000010.XSHG
481,510230.XSHG,金融ETF,2011-02-26,2011-03-01,,180金融(000018),000018.XSHG
482,510290.XSHG,380ETF,2011-08-16,2011-08-22,,上证380(000009),000009.XSHG
483,510020.XSHG,超大ETF,2009-12-02,2009-12-07,,超大盘(000043),000043.XSHG
484,513690.XSHG,恒生股息,2021-03-17,2021-03-29,,港股通高股息率指数(HSSCHKY),
485,159742.XSHE,恒生科技ETF博时,2021-05-08,2021-05-12,,恒生科技指数(HSTECH),
486,513890.XSHG,HK科技,2021-11-04,2021-11-10,,恒生科技指数(HSTECH),
487,513130.XSHG,恒生科技,2021-05-08,2021-05-12,,恒生科技指数(HSTECH),
488,159750.XSHE,港股科技50ETF招商,2021-11-02,2021-11-05,,港股科技(931574),931574.CSI
489,513580.XSHG,HS科技,2021-05-08,2021-05-12,,恒生科技指数(HSTECH),
490,510710.XSHG,上50ETF,2015-04-30,2015-05-15,,上证50(000016),000016.XSHG
491,513030.XSHG,德国ETF,2014-07-11,2014-07-14,,德国法兰克福DAX指数(GDAXI),
492,513080.XSHG,法国ETF,2020-03-27,2020-03-30,,巴黎CAC40指数(CAC40),
493,159920.XSHE,恒生ETF华夏,2012-07-02,2012-07-09,,恒生指数(HSI),
494,513180.XSHG,恒指科技,2021-05-08,2021-05-12,,恒生科技指数(HSTECH),
495,159892.XSHE,恒生医药ETF华夏,2021-08-16,2021-08-19,,恒生生物科技(HSBIO),
496,513900.XSHG,港股100,2018-04-02,2018-04-09,,中华港股通精选100(CES100),CES100.CSI
497,513070.XSHG,HK消费50,2021-11-26,2021-12-10,,港股通消费(931454),931454.CSI
498,513320.XSHG,HK新经济,2022-01-28,2022-02-11,,港股通新经济指数(HSSCNE),
499,510270.XSHG,国企ETF,2011-05-13,2011-05-16,,上证国企(000056),000056.XSHG
500,513010.XSHG,港股科技,2021-05-08,2021-05-12,,恒生科技指数(HSTECH),
501,513160.XSHG,科技30,2021-11-02,2021-11-05,,港股通中国科技指数(HSSCT),
502,515150.XSHG,国企富国,2019-09-06,2019-09-11,,国企一带一路(000859),000859.CSI
503,515820.XSHG,沪深800,2020-03-24,2020-03-27,2022-09-30,中证800(000906),000906.XSHG
504,510880.XSHG,红利ETF,2006-10-24,2006-10-30,,红利指数(000015),000015.XSHG
505,515750.XSHG,科技50,2019-10-08,2019-10-15,,中证科技(931186),931186.CSI
506,512040.XSHG,国信价值,2018-09-29,2018-10-10,,国信价值(931052),931052.CSI
507,515850.XSHG,证券龙头,2019-10-12,2019-10-16,,证券公司(399975),399975.XSHE
508,510650.XSHG,金融行业,2013-02-20,2013-02-25,,上证金融(000038),000038.XSHG
509,159850.XSHE,恒生国企ETF华夏,2021-01-21,2021-01-25,,恒生中国企业指数(HSCEI),
510,159741.XSHE,恒生科技ETF嘉实,2021-05-11,2021-05-14,,恒生科技指数(HSTECH),
511,512710.XSHG,军工龙头,2019-05-21,2019-05-24,,军工龙头(931066),931066.CSI
512,510150.XSHG,消费ETF,2010-11-01,2010-11-04,,消费80(000069),000069.XSHG
513,510090.XSHG,ESG建信,2010-04-17,2010-04-21,,责任指数(000048),000048.XSHG
514,159823.XSHE,H股ETF基金,2020-09-08,2020-09-14,2024-08-19,恒生中国企业指数(HSCEI),
515,510660.XSHG,医药行业,2013-02-20,2013-02-25,,上证医药(000037),000037.XSHG
516,513100.XSHG,纳指ETF,2013-04-10,2013-04-15,,纳斯达克100指数(NDX),
517,513800.XSHG,东证ETF,2019-05-25,2019-05-28,,东证股价指数(TPX),
518,510210.XSHG,综指ETF,2010-12-27,2011-01-05,,上证指数(000001),000001.XSHG
519,510630.XSHG,消费30,2013-02-20,2013-02-25,,上证消费(000036),000036.XSHG
520,510410.XSHG,资源ETF,2012-02-27,2012-03-05,,上证资源(000068),000068.XSHG
521,159954.XSHE,恒生中国企业ETF南方,2017-11-27,2017-11-30,,恒生中国企业指数(HSCEI),
522,513000.XSHG,225ETF,2019-05-25,2019-05-28,,日经225指数(N225),
523,513090.XSHG,香港证券,2020-01-14,2020-02-24,,香港证券(930709),930709.CSI
524,515280.XSHG,银行龙头,2020-02-27,2020-03-11,2024-08-13,中证银行(399986),399986.XSHE
525,159820.XSHE,中证500ETF天弘,2020-07-15,2020-07-20,,中证500(000905),000905.XSHG
526,515650.XSHG,消费50,2019-08-08,2019-08-12,,CS消费50(931139),931139.CSI
527,159974.XSHE,央企创新ETF富国,2019-08-07,2019-08-12,,央企创新(000861),000861.CSI
528,513880.XSHG,日经225,2019-05-25,2019-05-28,,日经225指数(N225),
529,515950.XSHG,医药龙头,2020-01-16,2020-01-21,,医药50(931140),931140.CSI
530,159997.XSHE,电子ETF天弘,2020-02-07,2020-02-10,,CS电子(930652),930652.CSI
531,510560.XSHG,国寿500,2015-05-06,2015-05-11,,中证500(000905),000905.XSHG
532,159998.XSHE,计算机ETF天弘,2020-02-27,2020-03-02,,CS计算机(930651),930651.CSI
533,159803.XSHE,浙江新动能ETF,2020-01-18,2020-01-22,2021-09-17,浙江新动能(931127),
534,159943.XSHE,深证成指ETF大成,2015-05-06,2015-05-11,,深证成指(399001),399001.XSHE
535,510300.XSHG,300ETF,2012-03-28,2012-04-05,,沪深300(000300),000300.XSHG
536,159958.XSHE,创业板ETF工银,2017-11-18,2017-11-21,,创业板指(399006),399006.XSHE
537,159980.XSHE,有色ETF大成,2019-08-31,2019-09-03,,上期有色金属指数(IMCI),
538,512520.XSHG,MSCIETF,2018-03-23,2018-03-30,,MSCI中国A股国际通(人民币)指数(716567),
539,510350.XSHG,工银300,2019-01-14,2019-02-11,,沪深300(000300),000300.XSHG
540,512900.XSHG,证券基金,2017-01-23,2017-01-26,,证券公司(399975),399975.XSHE
541,515810.XSHG,ZZ800ETF,2019-08-26,2019-09-16,,中证800(000906),000906.XSHG
542,513050.XSHG,中概互联,2016-12-07,2016-12-12,,中国互联网50(H30533),H30533.CSI
543,518890.XSHG,中银黄金,2020-07-14,2020-07-17,,,
544,510580.XSHG,ZZ500ETF,2015-07-29,2015-08-03,,中证500(000905),000905.XSHG
545,515180.XSHG,100红利,2019-10-23,2019-10-30,,中证红利(000922),000922.CSI
546,512570.XSHG,中证证券,2017-06-09,2017-06-15,,证券公司(399975),399975.XSHE
547,512150.XSHG,A50ETF,2018-11-15,2018-11-19,,富时中国A50指数(XIN9),
548,511360.XSHG,短融ETF,2020-04-23,2020-04-30,,中证短融(H11014),
549,512560.XSHG,中证军工,2017-06-06,2017-06-09,,中证军工(399967),399967.XSHE
550,512400.XSHG,有色ETF,2017-05-24,2017-06-01,,有色金属(000819),000819.XSHG
551,512100.XSHG,1000ETF,2016-08-19,2016-08-24,,中证1000(000852),000852.XSHG
552,159807.XSHE,科技ETF易方达,2020-02-27,2020-03-09,,科技50(931380),931380.CSI
553,512760.XSHG,芯片ETF,2019-04-17,2019-04-22,,中华半导体芯片(990001),990001.CSI
554,512700.XSHG,银行基金,2017-05-17,2017-05-24,,中证银行(399986),399986.XSHE
555,515110.XSHG,国企方达,2019-09-06,2019-09-11,,国企一带一路(000859),000859.CSI
556,159986.XSHE,消费100ETF,2019-09-18,2019-09-23,2022-10-20,消费100(399364),399364.XSHE
557,159973.XSHE,民企ETF弘毅远方,2019-06-14,2019-06-17,,民企100(399362),399362.XSHE
558,515990.XSHG,添富国企,2019-09-06,2019-09-11,,国企一带一路(000859),000859.CSI
559,159923.XSHE,中证A100ETF大成,2013-01-16,2013-01-21,,中证A100(000903),000903.XSHG
560,510590.XSHG,平安500,2018-02-28,2018-03-05,,中证500(000905),000905.XSHG
561,511020.XSHG,活跃国债,2018-11-28,2018-12-03,,中证5-10年国债活跃券(931018),
562,588090.XSHG,科创板,2020-09-15,2020-09-22,,科创50(000688),000688.XSHG
563,512930.XSHG,AIETF,2019-05-06,2019-05-13,,CS人工智(930713),930713.CSI
564,515700.XSHG,新能车,2019-11-28,2019-12-09,,新能源车(930997),930997.CSI
565,512970.XSHG,湾区ETF,2019-06-11,2019-06-17,,大湾区(931000),931000.CSI
566,518800.XSHG,黄金基金,2013-06-21,2013-06-24,,,
567,159821.XSHE,创业板ETF中银证券,2020-09-08,2020-09-14,,创业板指(399006),399006.XSHE
568,159866.XSHE,日经ETF工银,2021-02-22,2021-03-01,,日经225指数(N225),
569,510690.XSHG,180金融,2020-02-28,2020-03-02,2021-12-18,180金融(000018),000018.XSHG
570,511050.XSHG,兴业地债,2020-03-10,2020-03-16,2021-06-11,上证1-5年地债(950047),
571,510860.XSHG,兴业50,2020-10-16,2020-10-19,2021-12-30,上证50(000016),000016.XSHG
572,515580.XSHG,中证科技,2019-09-04,2019-09-09,,科技100(931187),931187.CSI
573,159949.XSHE,创业板50ETF华安,2016-06-01,2016-06-06,,创业板50(399673),399673.XSHE
574,512510.XSHG,ETF500,2015-04-11,2015-04-15,,中证500(000905),000905.XSHG
575,512890.XSHG,红利低波,2018-11-16,2018-11-21,,红利低波(H30269),H30269.CSI
576,515190.XSHG,BOCI500,2020-03-25,2020-03-30,,中证500(000905),000905.XSHG
577,515610.XSHG,中银800,2020-04-27,2020-04-30,2022-08-05,中证800(000906),000906.XSHG
578,159935.XSHE,中证500ETF景顺,2013-11-30,2013-12-03,,中证500(000905),000905.XSHG
579,515100.XSHG,红利100,2020-04-22,2020-04-27,,红利低波100(930955),930955.CSI
580,159937.XSHE,黄金ETF博时,2014-08-01,2014-08-04,,,
581,512220.XSHG,TMTETF,2014-06-20,2014-06-23,,科技传媒通信150(H30318),H30318.CSI
582,159922.XSHE,中证500ETF嘉实,2012-12-31,2013-01-07,,中证500(000905),000905.XSHG
583,159951.XSHE,中关村ETF,2017-05-02,2017-05-15,2022-08-17,中关村A指(399422),
584,515860.XSHG,科技100,2019-08-27,2019-09-02,,新兴科技100(931165),931165.CSI
585,512180.XSHG,建信MSCI,2018-03-27,2018-03-30,,MSCI中国A股国际通(人民币)指数(本币)(716567L),
586,515960.XSHG,医药100,2020-03-20,2020-03-25,,医药健康100(931166),931166.CSI
587,515680.XSHG,创新央企,2019-08-08,2019-08-12,,央企创新(000861),000861.CSI
588,512640.XSHG,金融地产,2014-05-16,2014-05-19,,800金地(000934),000934.XSHG
589,159810.XSHE,创业板ETF浦银,2020-03-13,2020-03-19,,创业板指(399006),399006.XSHE
590,512750.XSHG,基本面50,2019-03-29,2019-04-08,,基本面50(000925),000925.CSI
591,512990.XSHG,MSCIA股,2018-09-13,2018-09-17,,MSCI中国A股国际通(人民币)指数(本币)(716567L),
592,515350.XSHG,民生300,2019-10-17,2019-10-21,,沪深300(000300),000300.XSHG
593,512290.XSHG,生物医药,2019-03-20,2019-03-25,,CS生医(930726),930726.CSI
594,512720.XSHG,计算机,2019-05-29,2019-06-03,,CS计算机(930651),930651.CSI
595,515210.XSHG,钢铁ETF,2019-12-27,2020-01-02,,中证钢铁(930606),930606.CSI
596,512880.XSHG,证券ETF,2016-06-15,2016-06-20,,证券公司(399975),399975.XSHE
597,515220.XSHG,煤炭ETF,2019-12-27,2020-01-02,,中证煤炭(399998),399998.XSHE
598,515880.XSHG,通信ETF,2019-07-17,2019-07-22,,通信设备(931160),931160.CSI
599,512660.XSHG,军工ETF,2016-06-15,2016-06-20,,中证军工(399967),399967.XSHE
600,159806.XSHE,新能源车ETF国泰,2020-02-26,2020-03-02,,CS新能车(399976),399976.XSHE
601,512530.XSHG,300红利,2019-07-24,2019-07-29,,300红利(000821),000821.CSI
602,159992.XSHE,创新药ETF银华,2020-02-26,2020-03-02,,CS创新药(931152),931152.CSI
603,159994.XSHE,通信ETF银华,2019-12-23,2019-12-27,,5G通信(931079),931079.CSI
604,159959.XSHE,央企ETF银华,2018-08-23,2018-08-27,,结构调整(000860),000860.CSI
605,159987.XSHE,科技创新ETF,2019-10-16,2019-10-21,2024-09-03,创新100(931159),931159.CSI
606,512380.XSHG,MSCI中国,2018-12-27,2019-01-02,,MSCI中国A股人民币指数(本币)(718711L),
607,510800.XSHG,上证50,2017-11-22,2017-11-27,,上证50(000016),000016.XSHG
608,511220.XSHG,城投ETF,2019-04-25,2019-04-24,,沪城投债(H11098),
609,510050.XSHG,50ETF,2004-11-25,2004-11-29,,上证50(000016),000016.XSHG
610,513990.XSHG,港股通综,2020-04-22,2020-04-28,,港股通(H50069),H50069.CSI
611,159975.XSHE,深100ETF招商,2019-08-22,2019-08-26,,深证100(399330),399330.XSHE
612,159801.XSHE,芯片ETF广发,2020-01-02,2020-01-06,,国证芯片(980017),
613,512770.XSHG,战略新兴,2018-04-28,2018-05-04,,新兴成指(000171),000171.CSI
614,518600.XSHG,上海金,2020-06-13,2020-06-18,,,
615,159822.XSHE,新经济ETF银华,2020-09-07,2020-09-11,,标普新中国行业(A股上限)指数(SPNCSCHN),
616,518880.XSHG,黄金ETF,2013-06-21,2013-06-24,,,
617,159957.XSHE,创业板ETF华夏,2017-10-27,2017-11-03,,创业板指(399006),399006.XSHE
618,159967.XSHE,创业板成长ETF华夏,2019-04-26,2019-05-06,,创成长(399296),399296.XSHE
619,159968.XSHE,中证500ETF博时,2019-05-17,2019-07-01,,中证500(000905),000905.XSHG
620,159990.XSHE,小盘价值ETF,2019-11-01,2019-11-18,2024-07-17,小盘价值(399377),399377.XSHE
621,512120.XSHG,医药50,2013-11-05,2013-11-08,,细分医药(000814),000814.XSHG
622,518680.XSHG,金ETF,2020-06-08,2020-06-11,,,
623,159003.XSHE,招商快线ETF,2013-05-08,2013-05-13,,,
624,512920.XSHG,MSCI新华,2018-09-21,2018-09-26,2022-12-07,MSCI中国A股国际指数(704843),
625,159906.XSHE,深成长ETF大成,2010-11-18,2010-11-23,,成长40(399326),399326.XSHE
626,512350.XSHG,福建ETF,2020-04-17,2020-04-20,2021-12-25,福建50(930703),
627,510060.XSHG,央企ETF,2009-07-16,2009-07-20,,上证央企(000042),000042.XSHG
628,511000.XSHG,长三角债,2020-06-18,2020-06-22,2021-03-16,中债-0-3年长三角地方政府债指数(全价)(CBA12003),
629,512200.XSHG,地产ETF,2017-05-17,2017-05-26,,房地产(931775),931775.CSI
630,511030.XSHG,公司债,2018-12-05,2018-12-10,,中债-中高等级公司债利差因子指数(全价)(CBC00703),
631,159988.XSHE,粤债ETF,2020-02-20,2020-02-24,2022-06-24,中债-0-5年广东省地方政府债指数(全价)(CBA08903),
632,511520.XSHG,政金债,2022-07-29,2022-08-03,,中债-7-10年政策性金融债指数(全价)(CBA08203),
633,159687.XSHE,亚太精选ETF南方,2022-12-06,2022-12-09,,富时亚太精选指数(GPCSP006),
634,511010.XSHG,国债ETF,2013-02-08,2013-02-21,2025-03-25,5年国债(全)(H00140),
635,560960.XSHG,碳60ETF,2022-11-30,2022-12-12,2025-04-22,碳中和60(931772),931772.CSI
636,512980.XSHG,传媒ETF,2017-11-23,2017-11-27,,中证传媒(399971),399971.XSHE
637,159979.XSHE,湾创100ETF,2019-09-04,2019-09-09,2022-12-15,湾创100(980001),
638,512600.XSHG,必选消费,2014-05-16,2014-05-19,,800消费(000932),000932.XSHG
639,510890.XSHG,红利低波,2019-01-10,2019-01-15,2021-07-01,上红低波(H50040),H50040.CSI
640,159962.XSHE,四川ETF,2018-11-23,2018-11-26,2022-11-03,四川国改(930738),930738.CSI
641,512850.XSHG,北京50,2018-06-28,2018-07-02,2020-12-11,北京50(931023),931023.CSI
642,512780.XSHG,京津冀基,2018-03-31,2018-04-09,2022-10-20,CS京津冀(930701),930701.CSI
643,511280.XSHG,中期信用,2018-01-19,2018-01-24,2021-08-04,沪质中高债3-5(950113),
644,511290.XSHG,国债十年,2017-12-15,2017-12-20,2020-07-16,10年国债(H11077),
645,510820.XSHG,上海改革,2017-11-18,2017-11-22,2019-08-20,上海改革(950082),950082.CSI
646,159953.XSHE,工业ETF,2017-04-29,2017-05-03,2020-12-11,全指工业(000988),000988.CSI
647,159950.XSHE,深成指EF,2017-03-24,2017-03-27,2019-07-01,深证成指(399001),399001.XSHE
648,511230.XSHG,周期债,2016-11-11,2016-11-15,2019-02-21,上证周期债(950102),
649,159656.XSHE,沪深300成长ETF万家,2022-11-18,2022-12-19,,300成长(000918),000918.CSI
650,588320.XSHG,双创增强,2022-12-13,2022-12-19,,科创创业50(931643),931643.CSI
651,159683.XSHE,运输ETF,2022-12-07,2022-12-19,2025-01-08,内地运输(000945),000945.CSI
652,562320.XSHG,300价值A,2022-12-09,2022-12-19,,300价值(000919),000919.CSI
653,159652.XSHE,有色ETF汇添富,2022-12-16,2022-12-22,,细分有色(000811),000811.CSI
654,159946.XSHE,全指消费,2015-06-11,2015-06-15,2018-12-25,全指消费(000990),000990.CSI
655,512340.XSHG,原料ETF,2015-03-23,2015-03-30,2021-01-15,500原料(H30251),H30251.CSI
656,159942.XSHE,中创100,2015-04-11,2015-04-15,2018-11-06,中创100(399612),399612.XSHE
657,512310.XSHG,工业ETF,2015-03-16,2015-03-19,2021-01-08,500工业(H30252),H30252.CSI
658,511220.XSHG,城投ETF,2014-10-14,2014-10-17,2019-04-24,沪质城投(H11018),
659,512610.XSHG,医药卫生,2014-05-16,2014-05-19,2022-11-01,800医卫(000933),000933.XSHG
660,512230.XSHG,景顺医药,2014-06-20,2014-06-23,2018-03-07,800医卫(000933),000933.XSHG
661,510520.XSHG,诺安500,2014-01-03,2014-01-06,2019-07-08,中证500(000905),000905.XSHG
662,512110.XSHG,中证地产,2013-11-05,2013-11-08,2016-09-21,细分地产(000816),
663,159932.XSHE,中证500深ETF,2013-08-14,2013-08-19,2022-11-15,500深市(399802),399802.XSHE
664,510450.XSHG,180高ETF,2013-05-31,2013-06-03,2016-06-23,180高贝(000135),000135.XSHG
665,159927.XSHE,A300ETF,2013-06-13,2013-06-17,2018-02-14,沪深300(000300),000300.XSHG
666,511210.XSHG,企债ETF,2013-06-20,2013-06-24,2017-11-08,沪企债30(000061),000061.XSHG
667,510700.XSHG,百强ETF,2013-03-27,2013-04-01,2015-10-14,市值百强(000155),000155.XSHG
668,159926.XSHE,国债ETF,2013-04-12,2013-04-17,2022-06-15,中期国债(H11017),
669,510620.XSHG,材料行业,2013-02-20,2013-02-25,2016-03-29,上证材料(000033),000033.XSHG
670,510610.XSHG,能源行业,2013-02-20,2013-02-25,2016-03-29,上证能源(000032),000032.XSHG
671,159924.XSHE,300等权,2013-03-19,2013-03-25,2018-03-07,300等权(000984),000984.CSI
672,159921.XSHE,中小等权,2012-11-01,2012-11-05,2017-11-01,中小等权(399634),399634.XSHE
673,510430.XSHG,50等权,2012-07-19,2012-07-23,2020-09-24,50等权(000050),000050.XSHG
674,510440.XSHG,500沪市,2012-07-27,2012-07-30,2022-11-25,500沪市(000802),000802.XSHG
675,510420.XSHG,180EWETF,2012-04-25,2012-05-02,2018-10-29,180等权(000051),000051.XSHG
676,159917.XSHE,中小成长,2012-01-19,2012-01-30,2015-08-27,中小成长(399602),399602.XSHE
677,510280.XSHG,成长ETF,2011-06-29,2011-07-04,2018-11-28,180成长(000028),000028.XSHG
678,159911.XSHE,民营ETF,2011-07-21,2011-07-27,2020-06-12,深证民营(399337),399337.XSHE
679,510220.XSHG,中小ETF,2010-12-17,2010-12-20,2022-11-21,上证中小(000046),000046.XSHG
680,510260.XSHG,新兴ETF,2011-03-04,2011-03-07,2019-07-01,上证新兴(000067),000067.XSHG
681,510070.XSHG,民企ETF,2010-06-25,2010-07-01,2020-06-30,上证民企(000049),000049.XSHG
682,159902.XSHE,中小100ETF华夏,2006-05-19,2006-05-22,2010-04-12,中小板指(399329),
683,159681.XSHE,创业板50ETF鹏华,2022-11-22,2022-12-12,,创业板50(399673),399673.XSHE
684,562010.XSHG,绿色能源,2022-11-18,2022-11-25,,绿色能源(931733),931733.CSI
685,159682.XSHE,创业板50ETF景顺,2022-11-22,2022-12-12,,创业板50(399673),399673.XSHE
686,588460.XSHG,科创增强,2022-11-07,2022-11-14,,科创50(000688),000688.XSHG
687,511310.XSHG,十年债,2018-01-03,2018-01-08,2023-01-03,中证10年国债(930916),
688,159665.XSHE,半导体龙头ETF工银,2022-11-18,2022-11-23,,国证芯片(980017),
689,510760.XSHG,上证ETF,2020-08-05,2020-08-10,,上证指数(000001),000001.XSHG
690,159669.XSHE,绿色电力ETF国泰,2022-12-14,2022-12-19,,绿色电力(399438),399438.XSHE
691,159978.XSHE,大湾区ETF,2020-01-16,2020-01-20,2023-01-06,SHS大湾区(930999),930999.CSI
692,513550.XSHG,港股通50,2020-12-10,2020-12-22,,港股通50(930931),930931.CSI
693,513200.XSHG,港股医药,2021-10-18,2021-10-21,,港股通医药C(930965),930965.CSI
694,159788.XSHE,港股通100ETF易方达,2021-11-29,2021-12-02,,港股通中国100(930957),930957.CSI
695,159776.XSHE,港股医药ETF银华,2021-11-30,2021-12-03,,港股通医药C(930965),930965.CSI
696,513150.XSHG,港科技50,2021-11-02,2021-11-05,,港股通科技(931573),931573.CSI
697,159747.XSHE,香港科技ETF南方,2021-06-08,2021-06-15,,港股科技(931574),931574.CSI
698,159653.XSHE,ESG300ETF国联安,2023-01-13,2023-01-17,,ESG300(399378),399378.XSHE
699,515870.XSHG,制造100,2019-10-30,2019-11-04,2023-01-17,先进制造100(931167),931167.CSI
700,159650.XSHE,国开债ETF博时,2022-07-26,2022-08-01,,中债-0-3年国开行债券指数(CBA11901),
701,159660.XSHE,纳指ETF汇添富,2023-01-20,2023-01-31,,纳斯达克100指数(NDX),
702,517780.XSHG,红300,2021-12-17,2021-12-21,2023-02-01,中华沪深港300(CES300),CES300.CSI
703,563030.XSHG,增强500,2023-01-20,2023-02-01,,中证500(000905),000905.XSHG
704,512590.XSHG,高股息,2019-01-07,2019-01-10,2023-02-01,CS高股息(930838),930838.CSI
705,515510.XSHG,500成长,2020-01-21,2020-02-03,2023-02-01,500成长估值(930938),930938.CSI
