id,code,name,pub_date,start_date,end_date,traced_index_name,traced_index_code
320363,588940.XSHG,科创富国,2025-04-23,2025-05-07,,科创50(000688),000688.XSHG
320364,159372.XSHE,创业板50ETF万家,2025-04-22,2025-05-08,,创业板50(399673),399673.XSHE
320366,159721.XSHE,深证100ETF永赢,2025-05-09,2025-05-09,,深证100(399330),399330.XSHE
320367,561220.XSHG,国企数字,2025-04-26,2025-05-12,,国企数字经济(931529),
320368,159385.XSHE,数字经济ETF富国,2025-04-18,2025-05-12,,国企数字经济(931529),
320369,159238.XSHE,沪深300增强ETF景顺,2025-04-23,2025-05-12,,沪深300(000300),000300.XSHG
320370,159387.XSHE,创业板新能源ETF国泰,2025-05-08,2025-05-12,,创新能源(399266),399266.XSHE
320371,159389.XSHE,数字经济ETF嘉实,2025-04-24,2025-05-12,,国企数字经济(931529),
320372,589580.XSHG,科综价格,2025-05-09,2025-05-14,,科创价格(000681),000681.XSHG
320373,520940.XSHG,恒指基金,2025-05-09,2025-05-14,,恒指港股通(HSISC),
320374,159365.XSHE,恒指港股通ETF富国,2025-05-12,2025-05-15,,恒指港股通(HSISC),
320375,588710.XSHG,科半导体,2025-05-09,2025-05-15,,科创半导体材料设备(950125),
320376,159205.XSHE,创业板ETF东财,2025-05-07,2025-05-15,,创业板指(399006),399006.XSHE
320377,588670.XSHG,科综增强,2025-05-10,2025-05-19,,科创综指(000680),000680.XSHG
320378,512130.XSHG,现金全指,2025-05-12,2025-05-19,,中证现金流(932365),
320379,589180.XSHG,科创材基,2025-05-13,2025-05-19,,科创材料(000689),000689.XSHG
320380,588270.XSHG,科创200F,2025-05-14,2025-05-19,,科创200(000699),000699.XSHG
320381,159240.XSHE,A500增强ETF天弘,2025-05-13,2025-05-19,,中证A500(000510),000510.XSHG
320387,159228.XSHE,红利低波ETF长城,2025-05-12,2025-05-26,,红利低波100(930955),930955.CSI
320388,159550.XSHE,互联网ETF东财,2025-05-23,2025-05-26,,SHS互联网(930625),930625.CSI
320389,562050.XSHG,药ETF,2025-05-17,2025-05-26,,制药指数(932217),
320390,159245.XSHE,港股通消费ETF富国,2025-05-12,2025-05-26,,港股通消费(987024),
320391,561090.XSHG,A500增,2025-05-27,2025-05-30,,中证A500(000510),000510.XSHG
320392,520980.XSHG,港科技30,2025-05-27,2025-06-03,,港股通中国科技指数(HSSCT),
320393,159249.XSHE,A500增强ETF工银,2025-05-26,2025-06-03,,中证A500(000510),000510.XSHG
320394,159203.XSHE,大盘成长ETF博时,2025-05-29,2025-06-03,,大盘成长(399372),399372.XSHE
320395,589380.XSHG,AI科创指,2025-05-19,2025-06-03,,科创AI(950180),
320396,159237.XSHE,港股汽车ETF工银,2025-05-22,2025-06-03,,港股通汽车(931239),
320397,561770.XSHG,指基A100,2025-05-27,2025-06-03,,中证A100(000903),000903.XSHG
320398,159262.XSHE,港股通科技ETF广发,2025-06-05,2025-06-09,,港股通科技主题(HSSCITI),
320399,159261.XSHE,创业板新能源ETF鹏华,2025-06-05,2025-06-09,,创新能源(399266),399266.XSHE
320400,159265.XSHE,港股消费ETF鹏华,2025-06-05,2025-06-09,,港股通消费(987024),
320401,563630.XSHG,A500增强ETF,2025-05-29,2025-06-11,,中证A500(000510),000510.XSHG
320402,588520.XSHG,科创增,2025-06-06,2025-06-11,,科创价格(000681),000681.XSHG
320403,159223.XSHE,现金流ETF永赢,2025-06-03,2025-06-11,,自由现金流(980092),
320404,159246.XSHE,创业板人工智能ETF富国,2025-05-26,2025-06-16,,创业板人工智能(970070),
320405,520880.XSHG,港股通创新药ETF,2025-06-04,2025-06-16,,创新药精选(HSSCPB),
320406,159263.XSHE,价值ETF易方达,2025-06-09,2025-06-16,,价值100(980081),
320407,159269.XSHE,港股通科技ETF南方,2025-06-13,2025-06-18,,港股通科技CNY(931573CNY00),
321727,159700.XSHE,科创债ETF南方,2025-07-03,2025-07-07,,AAA科创债(932160),
321728,159200.XSHE,科创债ETF富国,2025-07-03,2025-07-07,,AAA科创债(932160),
321729,551900.XSHG,科创债指,2025-07-03,2025-07-07,,AAA科创债(932160),
321730,511120.XSHG,科创债基,2025-07-03,2025-07-07,,沪AAA科创债(950167),
321731,159400.XSHE,科创债ETF景顺,2025-07-03,2025-07-07,,深AAA科创债(921130),
321732,551030.XSHG,科创债券,2025-07-03,2025-07-07,,沪AAA科创债(950167),
321733,551000.XSHG,科创债,2025-07-03,2025-07-07,,沪AAA科创债(950167),
321734,159600.XSHE,科创债ETF嘉实,2025-07-03,2025-07-07,,AAA科创债(932160),
321735,551550.XSHG,科创AAA,2025-07-03,2025-07-07,,AAA科创债(932160),
321736,551500.XSHG,科创债易,2025-07-03,2025-07-07,,AAA科创债(932160),
323051,512060.XSHG,中证A100ETF天弘,2025-06-09,2025-06-17,,中证A100(000903),000903.XSHG
324380,159268.XSHE,港股通消费ETF汇添富,2025-06-11,2025-06-18,,港股通消费(987024),
331001,159251.XSHE,港股通科技ETF万家,2025-05-16,2025-06-09,,港股通科技(987008),
331014,159248.XSHE,人工智能ETF万家,2025-05-23,2025-06-26,,CS人工智(930713),930713.CSI
331015,159270.XSHE,创业板200ETF南方,2025-06-23,2025-07-01,,创业200(399019),399019.XSHE
331016,159242.XSHE,创业板人工智能ETF大成,2025-06-27,2025-07-01,,创业板人工智能(970070),
332348,562870.XSHG,证券全指,2025-06-19,2025-06-30,,证券公司(399975),399975.XSHE
332351,520860.XSHG,港股通科,2025-06-23,2025-07-01,,港股通科技(931573),931573.CSI
332352,563580.XSHG,现金800,2025-06-26,2025-07-01,,800现金流(932368),
333685,589550.XSHG,KC价值,2025-06-17,2025-06-30,,智选科创价值50(950228),
333687,159257.XSHE,航空ETF汇添富,2025-06-20,2025-07-01,,通用航空(980076),
333698,588920.XSHG,KC芯片,2025-07-03,2025-07-07,,科创芯片(000685),000685.XSHG
333700,159276.XSHE,现金流ETF汇添富,2025-06-27,2025-07-07,,自由现金流(980092),
341667,588980.XSHG,科创广发,2025-04-25,2025-04-30,,科创100(000698),000698.XSHG
341734,159267.XSHE,航天ETF华安,2025-07-02,2025-07-07,,国证航天(CN5082),
341737,159266.XSHE,港股央企红利ETF永赢,2025-06-28,2025-07-07,,港股通央企红利(931233),931233.CSI
341746,159258.XSHE,机器人ETF南方,2025-07-05,2025-07-11,,机器人(H30590),H30590.CSI
341747,520690.XSHG,恒生港药,2025-07-11,2025-07-14,,创新药精选(HSSCPB),
341748,589720.XSHG,科创新药,2025-07-04,2025-07-14,,科创新药(950161),
343084,159256.XSHE,创业板软件ETF华夏,2025-07-01,2025-07-07,,创业软件(399264),399264.XSHE
343105,159255.XSHE,通用航空ETF易方达,2025-07-14,2025-07-21,,通用航空(980076),
344444,560120.XSHG,500现金,2025-07-11,2025-07-16,,500现金流(932367),
345793,159273.XSHE,云计算ETF汇添富,2025-07-08,2025-07-14,,SHS云计算(931470),931470.CSI
349825,520510.XSHG,港股医疗,2025-06-26,2025-07-04,,港股通医疗主题(932069),
349843,520970.XSHG,港股通药,2025-07-04,2025-07-14,,港股通创新药(931250),
351188,589200.XSHG,科200E,2025-07-01,2025-07-07,,科创200(000699),000699.XSHG
355753,159271.XSHE,恒生ETF鹏华,2025-07-10,2025-07-17,,恒生指数(HSI),
355754,589850.XSHG,科创50ETF东财,2025-07-11,2025-07-18,,科创50(000688),000688.XSHG
357119,159278.XSHE,机器人ETF鹏华,2025-07-17,2025-07-21,,机器人产业(980022),
358425,512030.XSHG,A50增,2025-06-13,2025-06-16,,中证A50(930050),930050.CSI
362536,159277.XSHE,港股通红利ETF富国,2025-07-07,2025-07-17,,港股通高股息(930914),930914.CSI
365245,589050.XSHG,科创E,2025-07-03,2025-07-07,,科创价格(000681),000681.XSHG
365265,512370.XSHG,A500增指,2025-07-15,2025-07-21,,中证A500(000510),000510.XSHG
365275,159280.XSHE,港股通互联网ETF汇添富,2025-07-18,2025-07-23,,港股通互联网(987022),
366637,520620.XSHG,港股消费,2025-07-16,2025-07-28,,恒生消费(HSCGSI),
366638,520670.XSHG,港科基金,2025-07-17,2025-07-28,,港股通科技主题(HSSCITI),
367990,563620.XSHG,现金流全,2025-07-04,2025-07-21,,中证现金流(932365),
372013,159369.XSHE,创业板50ETF易方达,2025-05-23,2025-05-26,,创业板50(399673),399673.XSHE
372096,159283.XSHE,通用航空ETF南方,2025-07-25,2025-07-30,,通用航空(931855),
374827,520840.XSHG,港科技,2025-07-21,2025-07-28,,港股通科技主题(HSSCITI),
377564,589090.XSHG,KCAI,2025-07-22,2025-08-01,,科创AI(950180),
377565,159287.XSHE,创业板综ETF博时,2025-08-01,2025-08-04,,创业板综(399102),399102.XSHE
381674,159259.XSHE,成长ETF易方达,2025-08-04,2025-08-11,,成长100(980080),
383042,159500.XSHE,中证500ETF富国,2025-07-18,2025-08-01,,中证500(000905),000905.XSHG
383044,530530.XSHG,580ETF,2025-08-01,2025-08-06,,上证580(950580),
383046,588690.XSHG,科综指增,2025-08-05,2025-08-11,,科创综指(000680),000680.XSHG
384417,159291.XSHE,创业板综增强ETF招商,2025-08-01,2025-08-04,,创业板综(399102),399102.XSHE
384422,560770.XSHG,机器人ZS,2025-08-08,2025-08-18,,机器人(H30590),H30590.CSI
385793,159292.XSHE,创业板综增强ETF华宝,2025-07-31,2025-08-06,,创业板综(399102),399102.XSHE
385795,159281.XSHE,港股央企红利ETF天弘,2025-07-25,2025-08-06,,港股通央企红利(931233),931233.CSI
385798,159286.XSHE,港股通创新药ETF鹏华,2025-08-01,2025-08-11,,港股通创新药(987018),
387178,563320.XSHG,通用航空,2025-08-01,2025-08-13,,通用航空(931855),
387180,159101.XSHE,港股通科技ETF华夏,2025-08-15,2025-08-18,,港股通科技(987008),
391319,589020.XSHG,KC半导体,2025-08-11,2025-08-18,,科创半导体材料设备(950125),
391322,159296.XSHE,A500红利低波ETF华宝,2025-08-06,2025-08-18,,A500红利低波(932422),
392699,561680.XSHG,A500红低,2025-08-06,2025-08-11,,A500红利低波(932422),
392706,589560.XSHG,科创AITF,2025-08-11,2025-08-19,,科创AI(950180),
394086,159298.XSHE,创业板50ETF大成,2025-08-12,2025-08-15,,创业板50(399673),399673.XSHE
396862,159103.XSHE,金融科技ETF汇添富,2025-08-16,2025-08-20,,金融科技(930986),930986.CSI
401021,159299.XSHE,金融科技ETF易方达,2025-08-22,2025-08-25,,金融科技(930986),930986.CSI
402403,588550.XSHG,科创增指,2025-08-12,2025-08-18,,科创综指(000680),000680.XSHG
403785,589820.XSHG,科200F,2025-08-08,2025-08-11,,科创200(000699),000699.XSHG
403798,159289.XSHE,创业板综指ETF鹏华,2025-08-08,2025-08-25,,创业板综(399102),399102.XSHE
405189,159102.XSHE,港股通生物科技ETF华安,2025-08-27,2025-09-01,,恒生生物科技(HSBIO),
405190,159716.XSHE,深证100ETF华宝,2025-09-11,2025-09-11,,深证100(399330),399330.XSHE
406581,563230.XSHG,卫星ETF,2025-08-21,2025-08-26,,卫星产业(931594),
406582,159290.XSHE,创业板综指增强ETF东财,2025-08-18,2025-08-27,,创业板综(399102),399102.XSHE
410763,560570.XSHG,A500低波,2025-08-18,2025-08-25,,A500红利低波(932422),
412159,589120.XSHG,创新药基,2025-08-15,2025-08-25,,科创新药(950161),
412162,159272.XSHE,机器人ETF富国,2025-08-18,2025-09-01,,机器人产业(980022),
413559,589960.XSHG,科创新源,2025-08-27,2025-09-01,,科创新能(000692),000692.XSHG
413562,159107.XSHE,创业板软件ETF富国,2025-08-26,2025-09-01,,创业软件(399264),399264.XSHE
413563,159297.XSHE,港股通创新药ETF南方,2025-08-29,2025-09-03,,港股通创新药(987018),
416366,551060.XSHG,科创债沪,2025-09-09,2025-09-12,,沪AAA科创债(950167),
416367,159111.XSHE,科创债ETF天弘,2025-09-09,2025-09-12,,AAA科创债(932160),
416368,551800.XSHG,国泰科债,2025-09-09,2025-09-12,,AAA科创债(932160),
416369,159112.XSHE,科创债ETF银华,2025-09-09,2025-09-12,,AAA科创债(932160),
416370,159116.XSHE,科创债ETF工银,2025-09-09,2025-09-12,,AAA科创债(932160),
416371,551580.XSHG,科创债TK,2025-09-09,2025-09-12,,AAA科创债(932160),
416372,511150.XSHG,科债永赢,2025-09-09,2025-09-12,,沪AAA科创债(950167),
416373,551520.XSHG,科创债汇,2025-09-09,2025-09-12,,AAA科创债(932160),
416374,159115.XSHE,科创债ETF华安,2025-09-09,2025-09-12,,AAA科创债(932160),
416375,159110.XSHE,科创债ETF万家,2025-09-09,2025-09-12,,深AAA科创债(921130),
416376,551300.XSHG,科创债摩,2025-09-09,2025-09-12,,沪AAA科创债(950167),
416377,159113.XSHE,科创债ETF大成,2025-09-09,2025-09-12,,AAA科创债(932160),
416378,551510.XSHG,科债AAA,2025-09-09,2025-09-12,,AAA科创债(932160),
416379,551560.XSHG,科创债兴,2025-09-09,2025-09-12,,AAA科创债(932160),
420605,520720.XSHG,香港汽车,2025-08-28,2025-09-03,,港股通汽车(931239),
422018,563600.XSHG,A500增强,2025-08-27,2025-09-01,,中证A500(000510),000510.XSHG
422020,159288.XSHE,创业板综ETF银华,2025-08-28,2025-09-01,,创业板综(399102),399102.XSHE
422024,589780.XSHG,科200FG,2025-08-27,2025-09-08,,科创200(000699),000699.XSHG
423442,159279.XSHE,创业板人工智能ETF华安,2025-09-01,2025-09-04,,创业板人工智能(970070),
423443,159275.XSHE,农牧渔ETF华宝,2025-08-12,2025-09-08,,农牧渔(930910),930910.CSI
424865,530380.XSHG,上证380,2025-09-05,2025-09-10,,上证380(000009),000009.XSHG
424882,520920.XSHG,恒生科技ETF天弘,2025-09-12,2025-09-17,,恒生科技指数(HSTECH),
426304,515720.XSHG,金科富国,2025-08-28,2025-09-15,,金融科技(930986),930986.CSI
430572,563690.XSHG,红利永赢,2025-09-04,2025-09-15,,红利低波(H30269),H30269.CSI
430575,159109.XSHE,恒生50ETF景顺,2025-09-13,2025-09-18,,港股通50(HSSC50),
431997,520560.XSHG,香港30,2025-09-04,2025-09-15,,恒生中国内地30(HSFML25),
444832,563670.XSHG,金科基金,2025-09-08,2025-09-15,,金融科技(930986),930986.CSI
446260,588140.XSHG,科200GF,2025-09-08,2025-09-15,,科创200(000699),000699.XSHG
446263,589110.XSHG,科AI国泰,2025-09-10,2025-09-17,,科创AI(950180),
451978,563890.XSHG,红利国有,2025-09-10,2025-09-15,,国企红利(000824),000824.CSI
451979,589950.XSHG,科100FG,2025-08-29,2025-09-15,,科创100(000698),000698.XSHG
451984,159117.XSHE,港股通红利低波ETF鹏华,2025-09-15,2025-09-19,,标普港股通低波红利指数(SPAHLVCP),
453416,159285.XSHE,港股通消费ETF华安,2025-09-15,2025-09-18,,港股通消费(987024),
456255,159106.XSHE,民企300ETF前海开源,2025-09-01,2025-09-10,,民企300(931265),
456285,530100.XSHG,上证580,2025-09-15,2025-09-22,,上证580(950580),
456286,512630.XSHG,卫星基金,2025-09-17,2025-09-23,,卫星产业(931594),
466340,510670.XSHG,180指,2025-09-22,2025-10-09,,上证180(000010),000010.XSHG
470652,563750.XSHG,500添富,2025-09-19,2025-10-13,,中证500(000905),000905.XSHG
472090,520960.XSHG,恒指港通,2025-09-23,2025-10-09,,恒指港股通(HSISC),
473526,159105.XSHE,恒生生物科技ETF易方达,2025-09-19,2025-09-22,,恒生生物科技(HSBIO),
473530,159122.XSHE,创业板新能源ETF富国,2025-09-25,2025-10-09,,创新能源(399266),399266.XSHE
473533,159126.XSHE,港股通50ETF南方,2025-10-10,2025-10-15,,港股通50(930931),930931.CSI
474971,159295.XSHE,创业综指ETF西部利得,2025-09-26,2025-10-09,,创业板综(399102),399102.XSHE
474977,159260.XSHE,证券ETF博时,2025-10-10,2025-10-15,,证券公司(399975),399975.XSHE
476417,563590.XSHG,红利A500,2025-09-26,2025-10-09,,A500红利低波(932422),
480755,159125.XSHE,港股通科技ETF招商,2025-09-30,2025-10-13,,港股通科技(987008),
482203,563380.XSHG,航空航天,2025-09-25,2025-10-13,,全指航空(932088),
482204,563980.XSHG,800红利,2025-09-30,2025-10-13,,800红利低波(931848),
483655,520650.XSHG,互联网HK,2025-10-14,2025-10-20,,港股通互联网(931637),931637.CSI
483656,561660.XSHG,通航基金,2025-10-15,2025-10-20,,通用航空(931855),
485100,563570.XSHG,金融科,2025-09-26,2025-10-13,,金融科技(930986),930986.CSI
490897,159119.XSHE,800现金流ETF招商,2025-09-19,2025-09-23,,800现金流(932368),
490911,159120.XSHE,港股通科技ETF国联安,2025-10-09,2025-10-15,,港股通科技主题(HSSCITI),
490913,159128.XSHE,港股科技ETF天弘,2025-10-15,2025-10-20,,港股通科技(987008),
490915,159131.XSHE,港股通信息技术ETF华宝,2025-10-18,2025-10-27,,港股通信息C(930967),
490916,159100.XSHE,巴西ETF华夏,2025-10-28,2025-10-31,,巴西BOVESPA指数(BOVESPA),
490917,520870.XSHG,巴西ETF,2025-10-28,2025-10-31,,巴西BOVESPA指数(BOVESPA),
492371,159129.XSHE,化工ETF嘉实,2025-10-15,2025-10-20,,细分化工(000813),000813.CSI
492373,563530.XSHG,卫星E,2025-10-22,2025-10-27,,卫星产业(931594),
493827,520570.XSHG,科技恒指,2025-10-15,2025-10-20,,恒生科技指数(HSTECH),
495296,515370.XSHG,中证光伏,2025-10-22,2025-10-27,,光伏产业(931151),931151.CSI
501148,159127.XSHE,港股通红利ETF南方,2025-10-24,2025-11-03,,港股通高股息(930914),930914.CSI
502613,512620.XSHG,农业ETF天弘,2025-10-29,2025-11-03,,中证农业(000949),000949.CSI
504078,159108.XSHE,工业软件ETF博时,2025-10-17,2025-10-27,,工业软件(980034),
504082,159121.XSHE,港股通汽车ETF易方达,2025-10-28,2025-11-03,,港股通汽车主题(HSSCAM),
505538,520950.XSHG,摩根恒生港股通50ETF,2025-09-30,2025-10-13,,港股通50(HSSC50),
505556,515730.XSHG,家居家电,2025-10-24,2025-11-03,,家居家电(931241),
505557,159133.XSHE,化工ETF天弘,2025-11-06,2025-11-10,,细分化工(000813),000813.CSI
511450,159123.XSHE,光伏ETF嘉实,2025-10-28,2025-11-10,,光伏产业(931151),931151.CSI
511451,159130.XSHE,恒生生物科技ETF鹏华,2025-10-30,2025-11-10,,恒生生物科技(HSBIO),
511452,159118.XSHE,港股通红利低波ETF华夏,2025-10-27,2025-11-10,,标普港股通低波红利指数(SPAHLVCP),
514394,520590.XSHG,恒科,2025-10-23,2025-10-27,,恒生科技指数(HSTECH),
514402,563510.XSHG,A500红利,2025-10-31,2025-11-06,,A500红利低波(932422),
524717,520530.XSHG,港科ETF,2025-10-23,2025-10-29,,港股通科技CNY(931573CNY00),
524721,159253.XSHE,银行ETF博时,2025-10-29,2025-11-03,,中证银行(399986),399986.XSHE
532118,159141.XSHE,科创创业人工智能ETF永赢,2025-11-25,2025-11-28,,科创创业AI(932456),
533596,159142.XSHE,科创创业人工智能ETF景顺,2025-11-25,2025-11-28,,科创创业AI(932456),
535060,520820.XSHG,恒指通,2025-10-24,2025-11-03,,恒指港股通(HSISC),
540974,159140.XSHE,科创创业人工智能ETF易方达,2025-11-25,2025-11-28,,科创创业AI(932456),
540977,517950.XSHG,交银科技,2025-11-24,2025-12-01,,智选沪深港科技50(931785),
542451,563850.XSHG,食品广发,2025-11-19,2025-11-24,,食品(H30192),
542459,159139.XSHE,科创创业人工智能ETF华泰柏瑞,2025-11-25,2025-11-28,,科创创业AI(932456),
543929,520630.XSHG,互联港股,2025-11-03,2025-11-10,,港股通互联网(931637),931637.CSI
543931,516250.XSHG,富国机械,2025-10-29,2025-11-14,,工程机械主题(931752),931752.CSI
545429,589210.XSHG,芯设计GF,2025-11-25,2025-11-28,,科创芯片设计(950162),
551366,159136.XSHE,A50ETF广发,2025-11-19,2025-11-27,,中证A50(930050),930050.CSI
551376,562070.XSHG,300ETF增,2025-11-22,2025-12-01,,沪深300(000300),000300.XSHG
554334,520780.XSHG,港股车50,2025-11-06,2025-11-10,,港股通汽车(931239),
554348,588430.XSHG,科创创AI,2025-11-25,2025-11-28,,科创创业AI(932456),
561764,159243.XSHE,创业板人工智能ETF招商,2025-10-17,2025-10-20,,创业板人工智能(970070),
561801,588410.XSHG,双创AI,2025-11-25,2025-11-28,,科创创业AI(932456),
561805,588420.XSHG,AI双创,2025-11-25,2025-11-28,,科创创业AI(932456),
561810,563790.XSHG,卫星产业,2025-11-28,2025-12-08,,卫星产业(931594),
563301,589150.XSHG,科创平安,2025-11-21,2025-12-01,,科创50(000688),000688.XSHG
563306,563930.XSHG,上指增强,2025-11-29,2025-12-10,,上证指数(000001),000001.XSHG
572273,563960.XSHG,300质量,2025-11-25,2025-11-28,,300质量(932431),
572280,159132.XSHE,恒生生物科技ETF富国,2025-11-24,2025-12-01,,恒生生物科技(HSBIO),
572284,589130.XSHG,科创芯易,2025-12-03,2025-12-08,,科创芯片(000685),000685.XSHG
573783,513720.XSHG,香港互联,2025-12-01,2025-12-08,,港股通互联网(931637),931637.CSI
575283,520810.XSHG,港高股息,2025-11-28,2025-12-08,,港股通高股息(930914),930914.CSI
575287,159137.XSHE,港股通医疗ETF华宝,2025-12-03,2025-12-15,,港股通医疗主题(932069),
575288,159143.XSHE,港股通央企红利ETF平安,2025-12-11,2025-12-15,,港股通中国央企红利(HSSCSOY),
576785,159293.XSHE,创业板综增强ETF建信,2025-12-03,2025-12-08,,创业板综(399102),399102.XSHE
576791,159138.XSHE,工程机械ETF易方达,2025-12-04,2025-12-11,,工程机械主题(931752),931752.CSI
576794,560130.XSHG,食品基金,2025-12-10,2025-12-15,,食品(H30192),
578301,159151.XSHE,食品ETF华夏,2025-12-19,2025-12-22,,食品(H30192),
582813,563870.XSHG,航空通用,2025-11-28,2025-12-08,,通用航空(931855),
585838,159145.XSHE,工业软件ETF广发,2025-12-10,2025-12-15,,工业软件(980034),
585839,520850.XSHG,港医疗,2025-12-09,2025-12-17,,港股通医疗主题(932069),
585841,589030.XSHG,科芯设计,2025-12-17,2025-12-22,,科创芯片设计(950162),
587351,159146.XSHE,电力ETF华宝,2025-12-17,2025-12-22,,电力指数(H30199),H30199.CSI
587354,159149.XSHE,创业板新能源ETF工银,2025-12-18,2025-12-22,,创新能源(399266),399266.XSHE
588868,159155.XSHE,电池ETF大成,2025-12-29,2026-01-05,,CS电池(931719),931719.CSI
594925,589070.XSHG,科创芯片设计ETF天弘,2025-12-05,2026-01-05,,科创芯片设计(950162),
594926,159147.XSHE,电池ETF南方,2025-12-29,2026-01-05,,CS电池(931719),931719.CSI
596423,520770.XSHG,港股恒指,2025-12-01,2025-12-04,,恒指港股通(HSISC),
596443,589220.XSHG,科200GT,2025-12-25,2026-01-05,,科创200(000699),000699.XSHG
597959,560160.XSHG,食品E,2025-12-20,2025-12-24,,食品(H30192),
597960,589190.XSHG,科创芯基,2025-12-27,2025-12-30,,科创芯片(000685),000685.XSHG
597965,159158.XSHE,电力ETF景顺,2025-12-31,2026-01-07,,电力指数(H30199),H30199.CSI
604051,159162.XSHE,工业有色ETF鹏华,2026-01-12,2026-01-15,,工业有色(H11059),H11059.CSI
605566,589160.XSHG,科芯片GF,2025-12-22,2025-12-29,,科创芯片(000685),000685.XSHG
607021,159247.XSHE,创业板ETF汇添富,2025-10-16,2025-10-20,,创业板指(399006),399006.XSHE
607095,520910.XSHG,HK互联,2025-12-15,2026-01-05,,港股通互联网(931637),931637.CSI
607098,589230.XSHG,AI科创CS,2026-01-05,2026-01-08,,科创AI(950180),
608625,159152.XSHE,港股通科技ETF平安,2025-12-30,2026-01-12,,港股通科技主题(HSSCITI),
608626,516230.XSHG,光伏招商,2025-12-12,2026-01-12,,光伏产业(931151),931151.CSI
610157,159726.XSHE,港股通高股息ETF华夏,2026-01-30,2026-02-02,,中国内地企业高股息率(HSMCHYI),
616268,560710.XSHG,船舶ETF,2025-12-10,2026-01-12,,智选船舶产业(932420),
616272,560290.XSHG,景顺有色,2026-01-09,2026-01-15,,有色矿业(931892),931892.CSI
616274,159157.XSHE,有色金属ETF天弘,2026-01-12,2026-01-19,,工业有色(H11059),H11059.CSI
616275,560230.XSHG,光伏富国,2026-01-07,2026-01-19,,光伏产业(931151),931151.CSI
616276,589170.XSHG,芯设计KC,2026-01-16,2026-01-19,,科创芯片设计(950162),
617803,159153.XSHE,消费电子ETF鹏华,2026-01-07,2026-01-12,,消费电子(980030),
617804,520610.XSHG,港红利指,2026-01-07,2026-01-12,,标普港股通低波红利指数(SPAHLVCP),
617807,159163.XSHE,有色ETF泰康,2026-01-10,2026-01-14,,有色矿业(931892),931892.CSI
619351,530060.XSHG,上证综E,2026-01-17,2026-01-21,,上证指数(000001),000001.XSHG
620876,159135.XSHE,港股通科技ETF前海开源,2025-12-29,2026-01-12,,港股通科技主题(HSSCITI),
620886,159148.XSHE,石油ETF富国,2026-01-13,2026-01-19,,国证油气(399439),399439.XSHE
625504,159165.XSHE,养殖ETF永赢,2026-01-13,2026-01-19,,畜牧养殖(931946),
625506,159167.XSHE,港股通医疗ETF工银,2026-01-16,2026-01-19,,港股通医疗主题(932069),
625509,515970.XSHG,华夏机械,2026-01-14,2026-01-19,,工程机械主题(931752),931752.CSI
625511,159159.XSHE,公用事业ETF国投瑞银,2026-01-13,2026-01-19,,全指公用(000995),000995.CSI
625513,159156.XSHE,电池ETF万家,2025-12-31,2026-01-26,,新能电池(980032),
625514,159168.XSHE,有色ETF富国,2026-01-16,2026-01-26,,工业有色(H11059),H11059.CSI
628586,520930.XSHG,恒生生科,2026-01-08,2026-01-12,,恒生生物科技(HSBIO),
631701,512940.XSHG,有色矿业,2026-01-21,2026-01-26,,有色矿业(931892),931892.CSI
631703,560370.XSHG,全指红利,2026-01-27,2026-02-02,,中证红利质量(932315),
648658,563560.XSHG,科技成长,2025-10-28,2025-11-04,,科技50策略(931696),931696.CSI
650290,520760.XSHG,港股生物,2026-01-23,2026-01-26,,恒生生物科技(HSBIO),
650291,560310.XSHG,光伏博时,2026-01-21,2026-01-26,,光伏产业(931151),931151.CSI
653398,159169.XSHE,恒生生物科技ETF广发,2026-01-29,2026-02-02,,恒生生物科技(HSBIO),
653402,560390.XSHG,电网E,2026-02-03,2026-02-06,,A股电网设备(HSCAUPG),
658060,159171.XSHE,工业有色ETF博时,2026-01-23,2026-02-02,,工业有色(H11059),H11059.CSI
658065,159175.XSHE,电池ETF易方达,2026-01-31,2026-02-04,,CS电池(931719),931719.CSI
659612,560270.XSHG,电力指数,2026-01-20,2026-01-26,,电力指数(H30199),H30199.CSI
672083,515460.XSHG,质量红利,2026-02-04,2026-02-26,,中证红利质量(932315),
675199,513930.XSHG,香港生科,2026-02-04,2026-02-24,,恒生生物科技(HSBIO),
675201,159166.XSHE,现金流ETF长城,2026-02-25,2026-03-02,,自由现金流(980092),
679880,159170.XSHE,港股通互联网ETF永赢,2026-02-06,2026-02-24,,港股通互联网(987022),
679881,560400.XSHG,证券华泰,2026-02-13,2026-02-26,,证券公司(399975),399975.XSHE
679884,159189.XSHE,石油ETF华夏,2026-02-27,2026-03-04,,国证油气(399439),399439.XSHE
679885,159181.XSHE,石油ETF易方达,2026-02-28,2026-03-05,,国证油气(399439),399439.XSHE
681443,512460.XSHG,电池主题,2026-02-09,2026-02-24,,CS电池(931719),931719.CSI
681445,560210.XSHG,景顺农牧,2026-02-02,2026-02-24,,农牧渔(930910),930910.CSI
681447,159172.XSHE,养殖ETF汇添富,2026-02-11,2026-02-25,,畜牧养殖(931946),
684588,159183.XSHE,新能源车ETF招商,2026-02-28,2026-03-05,,CS新能车(399976),399976.XSHE
690856,520680.XSHG,港股通车,2026-02-24,2026-03-02,,港股通汽车CNY(931239CNY200),
690862,159191.XSHE,港股通科技ETF易方达,2026-02-28,2026-03-09,,港股通科技(987008),
